NormDist x Values,NormDist y Values,Histo Bins,Amt Per Bin,__
454.6519824,0.001355512,,,
456.8590308,0.001357116,,,
459.0660793,0.001358644,,,
461.2731278,0.001360094,,,
463.4801762,0.001361468,,,
465.6872247,0.001362765,,,
467.8942731,0.001363984,,,
470.1013216,0.001365125,,,
472.30837,0.001366188,,,
474.5154185,0.001367174,,,
476.722467,0.001368081,,,
478.9295154,0.00136891,,,
481.1365639,0.00136966,,,
483.3436123,0.001370332,,,
485.5506608,0.001370925,,,
487.7577093,0.001371439,,,
489.9647577,0.001371874,,,
492.1718062,0.001372231,,,
494.3788546,0.001372508,,,
496.5859031,0.001372706,,,
498.7929515,0.001372824,,,
501,0.001372864,,,
503.2070485,0.001372824,,,
505.4140969,0.001372706,,,
507.6211454,0.001372508,,,
509.8281938,0.001372231,,,
512.0352423,0.001371874,,,
514.2422907,0.001371439,,,
516.4493392,0.001370925,,,
518.6563877,0.001370332,,,
520.8634361,0.00136966,,,
523.0704846,0.00136891,,,
525.277533,0.001368081,,,
527.4845815,0.001367174,,,
529.69163,0.001366188,,,
531.8986784,0.001365125,,,
534.1057269,0.001363984,,,
536.3127753,0.001362765,,,
538.5198238,0.001361468,,,
540.7268722,0.001360094,,,
542.9339207,0.001358644,,,
545.1409692,0.001357116,,,
547.3480176,0.001355512,,,
549.5550661,0.001353832,,,
551.7621145,0.001352076,,,
553.969163,0.001350245,,,
556.1762115,0.001348338,,,
558.3832599,0.001346356,,,
560.5903084,0.001344299,,,
562.7973568,0.001342169,,,
565.0044053,0.001339964,,,
567.2114537,0.001337686,,,
569.4185022,0.001335334,,,
571.6255507,0.00133291,,,
573.8325991,0.001330414,,,
576.0396476,0.001327845,,,
578.246696,0.001325205,,,
580.4537445,0.001322494,,,
582.660793,0.001319713,,,
584.8678414,0.001316861,,,
587.0748899,0.00131394,,,
589.2819383,0.001310949,,,
591.4889868,0.00130789,,,
593.6960352,0.001304763,,,
595.9030837,0.001301568,,,
598.1101322,0.001298306,,,
600.3171806,0.001294978,,,
602.5242291,0.001291583,,,
604.7312775,0.001288124,,,
606.938326,0.001284599,,,
609.1453744,0.00128101,,,
611.3524229,0.001277357,,,
613.5594714,0.001273642,,,
615.7665198,0.001269864,,,
617.9735683,0.001266024,,,
620.1806167,0.001262123,,,
622.3876652,0.001258161,,,
624.5947137,0.00125414,,,
626.8017621,0.001250059,,,
629.0088106,0.00124592,,,
631.215859,0.001241722,,,
633.4229075,0.001237468,,,
635.6299559,0.001233157,,,
637.8370044,0.00122879,,,
640.0440529,0.001224367,,,
642.2511013,0.001219891,,,
644.4581498,0.00121536,,,
646.6651982,0.001210777,,,
648.8722467,0.001206141,,,
651.0792952,0.001201454,,,
653.2863436,0.001196716,,,
655.4933921,0.001191928,,,
657.7004405,0.001187091,,,
659.907489,0.001182205,,,
662.1145374,0.001177271,,,
664.3215859,0.00117229,,,
666.5286344,0.001167263,,,
668.7356828,0.00116219,,,
670.9427313,0.001157073,,,
673.1497797,0.001151912,,,
675.3568282,0.001146707,,,
677.5638767,0.001141461,,,
679.7709251,0.001136173,,,
681.9779736,0.001130844,,,
684.185022,0.001125475,,,
686.3920705,0.001120067,,,
688.5991189,0.001114621,,,
690.8061674,0.001109137,,,
693.0132159,0.001103616,,,
695.2202643,0.00109806,,,
697.4273128,0.001092469,,,
699.6343612,0.001086843,,,
701.8414097,0.001081184,,,
704.0484581,0.001075492,,,
706.2555066,0.001069769,,,
708.4625551,0.001064015,,,
710.6696035,0.00105823,,,
712.876652,0.001052417,,,
715.0837004,0.001046575,,,
717.2907489,0.001040705,,,
719.4977974,0.001034809,,,
721.7048458,0.001028886,,,
723.9118943,0.001022939,,,
726.1189427,0.001016967,,,
728.3259912,0.001010972,,,
730.5330396,0.001004954,,,
732.7400881,0.000998914,,,
734.9471366,0.000992854,,,
737.154185,0.000986773,,,
739.3612335,0.000980673,,,
741.5682819,0.000974554,,,
743.7753304,0.000968418,,,
745.9823789,0.000962265,,,
748.1894273,0.000956095,,,
