NormDist x Values,NormDist y Values,Histo Bins,Amt Per Bin,__
0.001405574,458.5911971,,,
0.00141249,455.9169044,,,
0.001419407,453.2167922,,,
0.001426323,450.4915056,,,
0.001433239,447.7416923,,,
0.001440156,444.9680032,,,
0.001447072,442.1710913,,,
0.001453988,439.3516123,,,
0.001460905,436.5102234,,,
0.001467821,433.6475842,,,
0.001474737,430.7643552,,,
0.001481654,427.8611985,,,
0.00148857,424.9387772,,,
0.001495486,421.9977551,,,
0.001502402,419.0387965,,,
0.001509319,416.062566,,,
0.001516235,413.0697282,,,
0.001523151,410.0609475,,,
0.001530068,407.0368879,,,
0.001536984,403.9982127,,,
0.0015439,400.9455842,,,
0.001550817,397.8796635,,,
0.001557733,394.8011104,,,
0.001564649,391.7105831,,,
0.001571566,388.6087378,,,
0.001578482,385.4962289,,,
0.001585398,382.3737081,,,
0.001592314,379.2418249,,,
0.001599231,376.1012259,,,
0.001606147,372.952555,,,
0.001613063,369.7964525,,,
0.00161998,366.6335559,,,
0.001626896,363.4644985,,,
0.001633812,360.2899105,,,
0.001640729,357.1104175,,,
0.001647645,353.9266415,,,
0.001654561,350.7391998,,,
0.001661478,347.5487052,,,
0.001668394,344.3557659,,,
0.00167531,341.1609852,,,
0.001682226,337.9649613,,,
0.001689143,334.7682872,,,
0.001696059,331.5715503,,,
0.001702975,328.3753327,,,
0.001709892,325.1802106,,,
0.001716808,321.9867544,,,
0.001723724,318.7955285,,,
0.001730641,315.6070911,,,
0.001737557,312.421994,,,
0.001744473,309.2407825,,,
0.00175139,306.0639956,,,
0.001758306,302.8921654,,,
0.001765222,299.725817,,,
0.001772138,296.5654687,,,
0.001779055,293.4116319,,,
0.001785971,290.2648104,,,
0.001792887,287.1255011,,,
0.001799804,283.9941933,,,
0.00180672,280.8713689,,,
0.001813636,277.7575019,,,
0.001820553,274.6530592,,,
0.001827469,271.5584993,,,
0.001834385,268.4742734,,,
0.001841302,265.4008245,,,
0.001848218,262.3385876,,,
0.001855134,259.2879897,,,
0.00186205,256.2494498,,,
0.001868967,253.2233784,,,
0.001875883,250.2101782,,,
0.001882799,247.2102433,,,
0.001889716,244.2239596,,,
0.001896632,241.2517046,,,
0.001903548,238.2938474,,,
0.001910465,235.3507487,,,
0.001917381,232.4227608,,,
0.001924297,229.5102274,,,
0.001931214,226.6134837,,,
0.00193813,223.7328565,,,
0.001945046,220.8686639,,,
0.001951962,218.0212156,,,
0.001958879,215.1908128,,,
0.001965795,212.377748,,,
0.001972711,209.5823053,,,
0.001979628,206.8047603,,,
0.001986544,204.0453798,,,
0.00199346,201.3044226,,,
0.002000377,198.5821385,,,
0.002007293,195.8787692,,,
0.002014209,193.1945479,,,
0.002021126,190.5296993,,,
0.002028042,187.8844398,,,
0.002034958,185.2589775,,,
0.002041874,182.6535121,,,
0.002048791,180.0682353,,,
0.002055707,177.5033304,,,
0.002062623,174.9589725,,,
0.00206954,172.4353289,,,
0.002076456,169.9325584,,,
